Customer ID,Customer Type,Subscription Start,Subscription End,Monthly Subscription Cost (EUR)
7537,New,2023-12-14,2024-07-07,19.99
7538,Continue,2022-09-28,2023-04-24,9.99
7539,Continue,2022-04-04,2022-11-14,19.99
7540,Continue,2023-02-06,2023-12-04,9.99
7541,Back to us,2023-07-16,2023-10-27,29.99
7542,Continue,2023-08-25,2024-05-09,19.99
7543,Back to us,2023-08-02,2024-04-21,29.99
7544,Continue,2023-12-21,2024-09-15,29.99
7545,Back to us,2023-02-17,2023-05-18,29.99
7546,Continue,2022-11-22,2023-09-03,9.99
7547,Continue,2022-10-02,2022-11-14,9.99
7548,New,2022-12-17,2023-03-01,9.99
7549,Continue,2023-04-01,2023-10-24,9.99
7550,Continue,2023-04-06,2023-08-08,29.99
7551,Continue,2023-02-05,2023-03-23,29.99
7552,Back to us,2023-05-12,2024-03-25,19.99
7553,Continue,2022-02-27,2023-01-05,19.99
7554,Continue,2022-09-08,2022-10-12,9.99
7555,Continue,2022-03-20,2022-11-09,19.99
7556,New,2022-10-12,2023-07-15,29.99
7557,Continue,2022-06-21,2023-04-15,9.99
7558,New,2022-12-05,2023-09-10,19.99
7559,Continue,2022-03-05,2022-05-02,9.99
7560,Continue,2023-11-25,2023-12-30,19.99
7561,New,2023-03-17,2024-01-09,29.99
7562,Back to us,2023-06-09,2023-09-28,29.99
7563,New,2023-01-15,2023-12-28,19.99
7564,Back to us,2023-02-15,2024-02-02,29.99
7565,Continue,2023-05-13,2023-11-08,29.99
7566,New,2023-01-13,2023-10-07,19.99
7567,New,2023-10-27,2023-11-26,19.99
7568,Back to us,2022-07-19,2022-11-04,9.99
7569,Continue,2023-11-11,2024-02-08,9.99
7570,Continue,2023-02-24,2023-07-04,19.99
7571,Continue,2023-03-21,2023-12-10,29.99
7572,Back to us,2022-04-27,2022-09-21,29.99
7573,Continue,2022-03-20,2022-11-04,9.99
7574,Continue,2023-02-15,2023-07-13,19.99
7575,Continue,2022-03-13,2022-08-20,29.99
7576,Continue,2022-08-26,2023-01-13,19.99
7577,Continue,2022-02-11,2022-09-09,19.99
7578,New,2022-01-08,2022-11-29,9.99
7579,New,2022-11-03,2022-12-03,9.99
7580,Continue,2022-07-10,2023-03-22,19.99
7581,New,2023-10-16,2024-05-05,19.99
7582,New,2022-02-22,2022-09-17,19.99
7583,Continue,2023-10-17,2024-04-10,9.99
7584,Back to us,2023-05-19,2023-07-15,19.99
7585,Continue,2022-06-19,2022-12-30,9.99
7586,Continue,2022-02-24,2022-03-28,29.99
7587,Continue,2022-03-28,2022-07-10,9.99
7588,New,2023-06-05,2023-10-14,19.99
7589,New,2023-09-10,2024-03-21,19.99
7590,Continue,2023-03-20,2024-01-12,9.99
7591,New,2023-02-12,2023-06-17,19.99
7592,Continue,2023-07-06,2023-09-26,19.99
7593,Continue,2023-02-19,2023-10-12,19.99
7594,Continue,2022-03-17,2023-03-15,9.99
7595,Back to us,2023-02-25,2023-07-07,9.99
7596,Continue,2023-03-20,2024-01-23,29.99
7597,Continue,2023-08-20,2024-06-09,19.99
7598,New,2023-04-18,2023-12-18,19.99
7599,New,2022-09-03,2023-06-25,29.99
7600,Back to us,2023-11-13,2024-08-28,29.99
7601,Continue,2022-03-09,2022-05-09,19.99
7602,Back to us,2023-08-16,2024-01-28,29.99
7603,Continue,2022-02-07,2022-12-31,29.99
7604,New,2022-02-22,2022-08-03,29.99
7605,Continue,2023-05-25,2023-10-16,19.99
7606,Continue,2023-12-03,2024-09-29,9.99
7607,Continue,2022-06-05,2023-01-26,9.99
7608,New,2023-05-09,2023-08-10,29.99
7609,New,2023-04-22,2023-11-20,19.99
7610,Continue,2022-06-23,2022-12-22,9.99
7611,New,2022-03-11,2022-09-02,9.99
7612,Continue,2023-09-28,2024-03-09,9.99
7613,New,2022-04-21,2023-01-20,29.99
7614,Continue,2023-09-01,2024-01-30,9.99
7615,Back to us,2023-09-09,2024-02-11,9.99
7616,New,2022-08-04,2023-06-24,29.99
7617,Continue,2022-08-22,2023-07-11,9.99
7618,Continue,2022-12-04,2023-11-17,9.99
7619,New,2023-11-04,2024-07-27,19.99
7620,Continue,2022-06-27,2023-05-22,19.99
7621,Continue,2022-07-09,2023-04-24,19.99
7622,Continue,2022-09-26,2022-11-01,9.99
7623,Continue,2022-04-15,2022-09-03,9.99
7624,Continue,2023-11-21,2024-06-15,29.99
7625,Continue,2023-11-26,2024-01-07,9.99
7626,Continue,2022-05-01,2022-06-21,9.99
7627,Continue,2022-04-27,2022-11-28,29.99
7628,Continue,2023-04-06,2023-05-15,19.99
7629,Back to us,2023-06-17,2023-12-29,9.99
7630,Continue,2023-07-22,2023-11-02,29.99
7631,Continue,2022-07-05,2023-04-06,9.99
7632,New,2022-02-05,2023-01-28,9.99
7633,Continue,2022-09-20,2022-12-25,29.99
7634,Continue,2022-12-05,2023-08-18,9.99
7635,Back to us,2023-06-06,2023-12-19,29.99
7636,Continue,2022-05-19,2022-10-21,19.99
7637,New,2023-03-13,2023-10-16,29.99
7638,Continue,2023-08-19,2024-06-20,9.99
7639,Continue,2023-11-27,2024-02-10,9.99
7640,Continue,2023-04-15,2024-02-10,19.99
7641,Continue,2023-03-02,2023-12-30,9.99
7642,Continue,2022-04-07,2023-03-01,29.99
7643,Continue,2022-05-01,2023-01-30,9.99
7644,New,2023-09-15,2024-04-24,9.99
7645,New,2022-09-10,2023-05-26,29.99
7646,Continue,2022-05-10,2022-06-14,29.99
7647,Continue,2023-10-24,2024-04-09,29.99
7648,Continue,2022-06-28,2022-10-28,9.99
7649,New,2023-12-16,2024-06-05,9.99
7650,New,2022-05-04,2022-07-14,19.99
7651,Back to us,2022-09-04,2023-05-31,9.99
7652,Back to us,2023-07-10,2024-07-04,29.99
7653,Continue,2022-06-13,2022-08-01,19.99
7654,Continue,2022-12-13,2023-10-25,19.99
7655,Continue,2022-01-11,2022-08-13,29.99
7656,Continue,2023-08-16,2024-03-30,19.99
7657,New,2022-11-02,2023-04-25,9.99
7658,Continue,2022-06-16,2023-05-28,9.99
7659,Continue,2022-07-15,2023-04-15,19.99
7660,Continue,2022-04-06,2022-12-03,19.99
7661,Continue,2022-10-16,2023-03-03,29.99
7662,New,2022-08-13,2023-02-21,29.99
7663,Continue,2023-01-07,2023-03-27,19.99
7664,New,2023-07-17,2024-02-27,9.99
7665,Continue,2022-01-21,2022-12-20,29.99
7666,Continue,2022-12-05,2023-02-19,29.99
7667,New,2023-06-02,2024-04-01,9.99
7668,Back to us,2023-04-24,2023-06-12,19.99
7669,Continue,2023-10-26,2024-07-11,29.99
7670,New,2023-08-08,2024-04-25,19.99
7671,Back to us,2022-06-27,2023-02-12,19.99
7672,New,2022-11-23,2023-04-08,9.99
7673,Continue,2022-11-17,2023-02-15,9.99
7674,Continue,2023-03-27,2023-12-20,19.99
7675,Continue,2023-12-05,2024-05-28,29.99
7676,Continue,2022-02-24,2022-08-26,29.99
7677,Continue,2022-04-16,2023-02-07,29.99
7678,Continue,2022-08-20,2023-05-05,19.99
7679,New,2022-04-09,2022-11-28,29.99
7680,Continue,2022-11-13,2023-07-06,29.99
7681,Continue,2022-07-08,2023-06-19,9.99
7682,Continue,2023-03-16,2023-06-27,29.99
7683,Back to us,2023-01-28,2023-10-13,9.99
7684,New,2023-08-18,2024-01-09,19.99
7685,Continue,2022-01-26,2022-12-21,9.99
7686,Continue,2022-10-09,2022-12-27,9.99
7687,New,2023-03-13,2023-09-26,9.99
7688,Continue,2022-10-01,2023-03-08,19.99
7689,Continue,2023-02-16,2023-12-30,19.99
7690,Continue,2022-04-09,2023-02-12,29.99
7691,New,2022-08-12,2022-12-29,9.99
7692,New,2022-11-25,2023-06-02,9.99
7693,Continue,2023-05-03,2023-10-07,19.99
7694,Continue,2022-08-28,2023-08-26,29.99
7695,Continue,2023-12-23,2024-08-28,29.99
7696,New,2022-01-03,2022-11-19,29.99
7697,Continue,2023-02-02,2024-01-23,19.99
7698,Continue,2022-03-04,2022-05-11,29.99
7699,Continue,2023-10-27,2024-07-31,29.99
7700,Continue,2023-03-08,2023-09-03,19.99
7701,Continue,2023-02-16,2023-04-20,29.99
7702,Continue,2023-12-24,2024-07-22,19.99
7703,Back to us,2022-08-25,2023-07-09,19.99
7704,New,2022-07-25,2023-02-17,9.99
7705,New,2022-11-15,2023-06-03,29.99
7706,Continue,2022-07-20,2022-10-15,29.99
7707,Continue,2023-03-04,2023-08-23,29.99
7708,Back to us,2022-10-26,2023-01-04,29.99
7709,New,2022-02-20,2022-08-21,19.99
7710,New,2022-06-14,2022-07-28,19.99
7711,New,2022-11-27,2023-01-09,29.99
7712,New,2022-10-08,2023-03-03,19.99
7713,Continue,2023-10-21,2024-02-09,29.99
7714,New,2023-03-11,2023-10-27,19.99
7715,New,2023-12-26,2024-02-20,9.99
7716,New,2022-03-09,2022-06-29,9.99
7717,Continue,2022-06-01,2022-10-26,29.99
7718,Continue,2022-02-17,2022-12-26,19.99
7719,New,2022-09-04,2023-03-20,29.99
7720,Continue,2022-12-05,2023-10-19,19.99
7721,Continue,2022-03-20,2022-07-29,29.99
7722,Back to us,2023-09-10,2024-05-10,29.99
7723,Continue,2022-06-18,2023-04-07,29.99
7724,Continue,2023-03-19,2023-12-05,9.99
7725,New,2023-12-05,2024-10-03,29.99
7726,Continue,2023-05-02,2023-08-27,19.99
7727,Continue,2023-09-23,2023-12-15,9.99
7728,Continue,2023-07-08,2024-04-14,9.99
7729,New,2023-05-25,2023-12-05,29.99
7730,Continue,2022-03-19,2022-06-30,9.99
7731,Continue,2023-11-13,2024-01-31,9.99
7732,Continue,2022-08-19,2023-03-08,9.99
7733,Continue,2022-03-16,2022-08-26,19.99
7734,New,2022-12-14,2023-01-30,9.99
7735,New,2023-03-02,2023-10-05,19.99
7736,New,2022-05-22,2022-09-08,19.99
7737,Continue,2023-11-08,2024-02-01,9.99
7738,New,2022-02-25,2022-12-18,9.99
7739,Continue,2022-07-24,2023-02-04,9.99
7740,Continue,2022-04-09,2022-08-19,29.99
7741,Continue,2023-11-06,2023-12-10,9.99
7742,Continue,2022-08-15,2023-03-02,19.99
7743,New,2023-09-28,2024-09-02,19.99
7744,Back to us,2022-08-03,2023-02-18,19.99
7745,New,2022-07-11,2022-10-27,9.99
7746,Continue,2023-07-28,2024-01-27,9.99
7747,Continue,2022-09-23,2023-08-12,29.99
7748,New,2022-12-22,2023-07-18,29.99
7749,New,2023-01-18,2023-06-13,19.99
7750,Back to us,2022-10-25,2023-01-11,9.99
7751,Continue,2023-06-07,2024-04-15,29.99
7752,Back to us,2022-12-25,2023-09-25,29.99
7753,Continue,2023-09-14,2023-12-20,29.99
7754,Continue,2023-05-10,2023-07-26,9.99
7755,Continue,2022-11-23,2023-06-20,29.99
7756,Continue,2023-09-01,2024-03-01,29.99
7757,Continue,2023-02-09,2023-12-08,29.99
7758,Back to us,2022-12-02,2023-01-26,29.99
7759,New,2022-12-12,2023-04-29,29.99
7760,Continue,2022-07-07,2022-11-11,9.99
7761,Continue,2022-07-14,2023-02-09,19.99
7762,Continue,2022-09-20,2023-04-01,29.99
7763,Continue,2023-12-13,2024-10-13,19.99
7764,New,2022-11-17,2023-04-26,19.99
7765,Back to us,2023-07-11,2023-12-09,19.99
7766,Continue,2023-09-14,2024-05-05,29.99
7767,Continue,2023-03-08,2023-09-15,9.99
7768,Continue,2022-07-14,2022-08-25,9.99
7769,Continue,2022-05-22,2023-05-15,9.99
7770,New,2022-07-24,2022-10-21,9.99
7771,Continue,2023-05-21,2024-01-20,9.99
7772,New,2023-05-16,2023-08-15,19.99
7773,Continue,2022-03-06,2022-12-01,9.99
7774,New,2023-12-10,2024-06-25,19.99
7775,Continue,2022-01-28,2022-12-08,19.99
7776,Back to us,2022-06-11,2022-11-11,29.99
7777,Continue,2022-05-15,2023-04-04,9.99
7778,Back to us,2023-01-07,2023-04-14,9.99
7779,New,2022-02-15,2023-02-10,29.99
7780,Continue,2023-12-20,2024-10-10,19.99
7781,Back to us,2023-05-25,2023-08-26,19.99
7782,Continue,2022-09-07,2023-02-09,29.99
7783,Continue,2022-02-10,2022-11-15,29.99
7784,Continue,2023-10-25,2023-12-23,9.99
7785,Back to us,2023-11-15,2024-04-04,19.99
7786,Continue,2022-05-05,2022-11-13,29.99
7787,Continue,2023-08-21,2024-01-08,9.99
7788,New,2022-02-09,2022-06-22,29.99
7789,Continue,2023-08-02,2024-06-22,19.99
7790,Continue,2022-02-13,2022-12-30,29.99
7791,Continue,2022-03-05,2022-04-12,9.99
7792,Back to us,2022-05-22,2022-09-16,29.99
7793,Continue,2023-05-18,2023-12-05,29.99
7794,Continue,2022-08-08,2022-12-06,29.99
7795,Continue,2023-01-20,2023-04-05,9.99
7796,Continue,2023-11-14,2024-06-18,19.99
7797,Continue,2023-07-10,2023-12-17,9.99
7798,Continue,2022-07-13,2023-06-03,9.99
7799,Back to us,2023-12-22,2024-03-26,9.99
7800,Continue,2022-02-28,2022-04-20,9.99
7801,Continue,2022-06-25,2022-10-07,19.99
7802,Continue,2023-01-11,2023-07-31,19.99
7803,New,2022-01-26,2022-03-04,29.99
7804,Continue,2022-03-21,2022-05-30,9.99
7805,Back to us,2023-11-19,2024-07-31,29.99
7806,Back to us,2022-02-25,2022-05-31,19.99
7807,Continue,2023-08-03,2023-12-16,29.99
7808,Continue,2022-12-24,2023-05-30,29.99
7809,New,2023-02-12,2023-04-09,9.99
7810,Continue,2023-09-08,2024-09-02,9.99
7811,New,2022-01-22,2022-05-18,9.99
7812,Continue,2023-04-23,2023-10-23,29.99
7813,Back to us,2023-03-26,2024-02-03,29.99
7814,Continue,2022-04-19,2022-12-09,19.99
7815,Continue,2023-03-27,2023-06-26,9.99
7816,Continue,2022-10-13,2023-04-25,9.99
7817,Back to us,2022-03-07,2022-05-29,9.99
7818,New,2022-04-13,2023-03-14,19.99
7819,New,2022-11-12,2023-10-18,29.99
7820,Continue,2022-06-19,2023-03-24,19.99
7821,Back to us,2022-05-16,2023-01-26,29.99
7822,Continue,2023-01-24,2023-08-04,29.99
7823,New,2023-11-23,2024-07-08,29.99
7824,Continue,2023-02-18,2024-01-29,29.99
7825,Continue,2023-02-02,2023-08-17,9.99
7826,Continue,2023-03-13,2023-09-12,19.99
7827,Continue,2022-10-20,2023-06-09,19.99
7828,Continue,2022-04-05,2022-09-17,9.99
7829,Continue,2022-07-12,2023-02-22,29.99
7830,Continue,2023-06-02,2023-09-08,19.99
7831,Continue,2023-06-16,2024-05-22,29.99
7832,Continue,2023-05-17,2024-03-30,29.99
7833,Continue,2022-10-15,2023-07-18,29.99
7834,Continue,2022-03-13,2022-06-01,29.99
7835,Continue,2022-06-09,2023-03-16,9.99
7836,Continue,2023-05-25,2024-03-10,19.99
7837,Back to us,2023-08-26,2024-03-12,29.99
7838,Back to us,2023-10-25,2024-08-17,29.99
7839,Continue,2022-05-06,2022-06-17,29.99
7840,New,2023-07-07,2024-04-24,29.99
7841,Continue,2023-03-22,2024-01-27,9.99
7842,New,2022-07-12,2023-03-06,29.99
7843,New,2023-03-14,2023-05-29,19.99
7844,Continue,2022-04-23,2022-11-10,9.99
7845,Back to us,2023-11-27,2024-05-12,29.99
7846,Continue,2022-12-18,2023-04-09,9.99
7847,Continue,2023-06-18,2024-03-11,9.99
7848,Continue,2022-06-11,2022-08-16,29.99
7849,Continue,2022-09-03,2022-10-11,19.99
7850,Back to us,2022-09-05,2022-12-26,29.99
7851,New,2023-08-26,2024-05-04,9.99
7852,Continue,2022-09-01,2023-05-25,19.99
7853,Back to us,2022-02-16,2022-09-01,19.99
7854,Continue,2022-05-11,2023-02-02,19.99
7855,New,2022-02-03,2022-04-04,29.99
7856,Continue,2022-02-15,2022-08-31,9.99
7857,Continue,2023-11-15,2024-02-27,19.99
7858,Continue,2023-03-26,2023-12-16,29.99
7859,Continue,2022-11-24,2023-05-21,9.99
7860,Continue,2022-02-22,2022-04-27,29.99
7861,Back to us,2022-11-10,2023-02-14,9.99
7862,New,2023-01-21,2023-05-26,29.99
7863,Back to us,2023-08-21,2023-09-26,29.99
7864,Continue,2022-01-02,2022-12-25,19.99
7865,Continue,2023-02-18,2023-09-02,29.99
7866,Continue,2022-02-20,2022-07-01,9.99
7867,Continue,2023-08-01,2024-06-26,9.99
7868,Continue,2023-03-28,2023-11-09,9.99
7869,Continue,2022-11-13,2023-08-11,29.99
7870,New,2023-02-22,2023-04-16,19.99
7871,Back to us,2022-03-14,2022-09-25,9.99
7872,Back to us,2022-07-23,2023-01-21,19.99
7873,Continue,2022-03-28,2022-10-30,29.99
7874,New,2023-07-04,2023-09-24,19.99
7875,Continue,2022-06-14,2022-10-23,29.99
7876,Continue,2023-07-22,2024-07-08,29.99
7877,New,2023-10-01,2024-05-20,29.99
7878,Back to us,2022-12-04,2023-09-22,29.99
7879,New,2023-11-18,2024-04-30,19.99
7880,New,2022-05-28,2023-02-24,9.99
7881,Continue,2022-06-08,2022-10-08,29.99
7882,New,2022-10-03,2023-04-11,29.99
7883,New,2022-07-04,2022-10-21,29.99
7884,Continue,2023-12-13,2024-11-24,9.99
7885,New,2022-06-22,2023-04-05,29.99
7886,Continue,2023-05-20,2024-03-13,29.99
7887,Back to us,2022-11-02,2022-12-27,19.99
7888,New,2023-05-04,2023-08-19,9.99
7889,Continue,2023-04-16,2023-07-22,29.99
7890,Continue,2023-09-26,2024-09-24,9.99
7891,Continue,2023-11-25,2024-09-28,19.99
7892,Continue,2022-04-20,2023-01-09,29.99
7893,New,2022-08-03,2023-07-06,9.99
7894,New,2023-08-11,2024-06-23,9.99
7895,Continue,2022-10-23,2023-08-23,19.99
7896,Continue,2023-06-11,2023-08-28,9.99
7897,Continue,2022-12-14,2023-06-01,9.99
7898,Back to us,2022-06-19,2022-11-13,29.99
7899,Back to us,2023-11-01,2024-06-13,9.99
7900,Continue,2022-04-21,2022-09-20,19.99
7901,Continue,2023-11-25,2024-10-27,9.99
7902,New,2023-03-22,2024-02-10,29.99
7903,New,2022-07-11,2022-11-23,19.99
7904,Continue,2023-07-09,2024-02-09,19.99
7905,Back to us,2022-06-18,2023-01-21,9.99
7906,Continue,2022-05-17,2022-12-06,9.99
7907,Continue,2023-11-22,2024-06-08,9.99
7908,New,2022-04-19,2022-08-06,29.99
7909,New,2023-05-15,2024-03-21,9.99
7910,Continue,2022-09-25,2022-11-21,19.99
7911,New,2023-06-08,2023-12-07,9.99
7912,Continue,2022-04-03,2023-01-11,29.99
7913,Continue,2023-04-13,2023-07-22,19.99
7914,Continue,2023-03-07,2023-05-17,29.99
7915,Continue,2022-09-08,2023-08-06,29.99
7916,Continue,2022-10-28,2023-10-16,29.99
7917,Continue,2023-03-28,2023-07-04,19.99
7918,New,2022-08-09,2022-10-31,29.99
7919,Continue,2022-07-04,2023-05-02,19.99
7920,Continue,2023-11-02,2024-02-24,19.99
7921,New,2022-06-18,2023-03-13,9.99
7922,Continue,2022-10-07,2023-02-20,9.99
7923,New,2022-12-19,2023-08-30,9.99
7924,New,2022-03-01,2022-12-16,29.99
7925,Continue,2022-02-22,2022-03-25,9.99
7926,Back to us,2023-06-11,2023-07-28,29.99
7927,Continue,2023-04-26,2023-06-19,29.99
7928,Back to us,2022-11-22,2023-08-16,19.99
7929,Continue,2022-05-05,2022-09-24,9.99
7930,New,2022-02-03,2022-11-23,9.99
7931,Continue,2022-11-28,2023-07-01,19.99
7932,New,2023-02-14,2023-12-15,9.99
7933,Back to us,2022-06-27,2023-02-18,29.99
7934,New,2022-10-09,2023-05-04,9.99
7935,Continue,2023-11-21,2024-08-27,9.99
7936,New,2023-02-20,2023-03-28,29.99
7937,Back to us,2023-11-08,2024-06-25,19.99
7938,Continue,2022-02-01,2023-01-30,19.99
7939,Back to us,2022-02-14,2022-11-02,9.99
7940,New,2023-09-08,2024-01-28,19.99
7941,Back to us,2023-05-04,2023-12-23,19.99
7942,Continue,2023-12-14,2024-09-13,19.99
7943,Back to us,2023-05-11,2023-08-26,19.99
7944,Continue,2022-01-01,2022-08-12,9.99
7945,Continue,2023-08-14,2023-09-18,19.99
7946,Continue,2023-01-03,2023-08-16,9.99
7947,New,2022-04-26,2023-02-02,19.99
7948,Continue,2022-01-04,2022-02-19,9.99
7949,Continue,2023-07-08,2023-12-07,29.99
7950,Back to us,2022-06-08,2022-09-30,9.99
7951,Continue,2022-04-08,2022-08-24,29.99
7952,Continue,2023-01-27,2023-10-09,19.99
7953,Continue,2023-07-27,2023-08-26,19.99
7954,Continue,2022-08-24,2023-05-20,19.99
7955,New,2023-02-25,2024-01-22,9.99
7956,Continue,2022-10-17,2022-12-01,19.99
7957,Continue,2023-12-14,2024-09-27,9.99
7958,Continue,2022-01-22,2022-03-09,29.99
7959,New,2023-04-16,2023-06-22,19.99
7960,Continue,2023-06-03,2023-12-22,19.99
7961,Continue,2022-05-07,2022-11-18,29.99
7962,Continue,2023-10-27,2024-09-19,19.99
7963,New,2022-01-11,2022-06-19,9.99
7964,New,2022-04-16,2023-01-13,9.99
7965,Continue,2023-09-10,2023-12-07,19.99
7966,Continue,2023-04-06,2023-09-13,29.99
7967,Continue,2022-07-21,2023-04-10,9.99
7968,Continue,2023-10-10,2024-05-31,9.99
7969,Back to us,2022-09-26,2023-04-04,29.99
7970,Continue,2023-03-10,2023-10-24,29.99
7971,New,2022-10-10,2023-01-07,29.99
7972,Continue,2023-07-23,2024-04-10,9.99
7973,Continue,2022-06-25,2023-03-17,9.99
7974,Back to us,2022-08-14,2023-07-05,29.99
7975,New,2023-06-10,2024-05-07,29.99
7976,New,2023-08-04,2024-04-22,9.99
7977,Continue,2023-04-20,2023-08-21,29.99
7978,Continue,2023-12-19,2024-03-06,29.99
7979,New,2023-01-14,2023-09-02,19.99
7980,Continue,2022-10-22,2023-07-24,29.99
7981,Back to us,2023-05-20,2023-12-27,19.99
7982,Continue,2023-11-26,2024-07-15,19.99
7983,Back to us,2023-08-28,2024-01-31,9.99
7984,Continue,2023-10-11,2024-03-18,29.99
7985,Back to us,2023-12-06,2024-10-12,9.99
7986,Continue,2023-01-04,2023-07-05,9.99
7987,Continue,2022-12-12,2023-03-29,9.99
7988,Continue,2023-05-22,2024-02-09,19.99
7989,Continue,2022-11-03,2023-07-13,9.99
7990,Continue,2023-02-20,2023-11-18,29.99
7991,Continue,2023-12-08,2024-11-02,29.99
7992,New,2023-06-14,2023-09-07,29.99
7993,Continue,2022-01-15,2022-10-08,29.99
7994,Back to us,2022-02-02,2022-12-15,9.99
7995,Continue,2023-09-03,2023-10-22,29.99
7996,Continue,2023-11-18,2024-07-25,9.99
7997,Continue,2022-09-23,2023-07-12,9.99
7998,Continue,2022-02-17,2022-06-01,29.99
7999,Continue,2022-05-11,2023-02-11,29.99
8000,Continue,2022-03-27,2022-10-11,9.99
8001,Continue,2023-06-03,2023-10-23,29.99
8002,Back to us,2022-09-08,2023-08-16,29.99
8003,Continue,2023-06-06,2024-03-24,19.99
8004,Back to us,2022-01-21,2022-03-29,9.99
8005,New,2022-02-07,2022-03-14,29.99
8006,Back to us,2023-02-11,2023-12-14,29.99
8007,Back to us,2022-06-19,2022-10-20,29.99
8008,New,2023-08-28,2024-06-19,19.99
8009,Continue,2023-04-26,2024-03-27,19.99
8010,Continue,2022-05-04,2023-02-10,29.99
8011,New,2023-05-22,2024-02-01,29.99
8012,Continue,2023-09-24,2024-06-01,19.99
8013,New,2022-09-02,2022-10-12,29.99
8014,Continue,2022-02-17,2022-09-17,9.99
8015,Continue,2022-10-13,2023-04-06,29.99
8016,Continue,2023-04-06,2024-03-13,9.99
8017,Continue,2023-08-02,2023-11-16,9.99
8018,Continue,2022-01-19,2022-11-05,9.99
8019,Continue,2023-10-22,2024-08-09,19.99
8020,Continue,2023-08-23,2024-01-09,9.99
8021,New,2022-11-22,2023-02-10,19.99
8022,Back to us,2022-08-13,2022-10-31,29.99
8023,Continue,2023-09-13,2024-08-08,29.99
8024,Continue,2022-08-27,2023-03-15,19.99
8025,Continue,2022-07-16,2023-01-20,29.99
8026,New,2023-09-03,2024-02-26,29.99
8027,Back to us,2023-09-21,2024-08-01,29.99
8028,Continue,2023-11-13,2024-11-11,9.99
8029,Continue,2023-03-18,2023-12-23,19.99
8030,Continue,2023-08-04,2024-01-11,29.99
8031,Continue,2023-07-22,2024-04-27,19.99
8032,New,2022-10-09,2023-05-20,9.99
8033,Continue,2023-04-12,2024-02-26,19.99
8034,New,2023-04-07,2023-08-24,9.99
8035,Continue,2023-04-15,2023-11-24,19.99
8036,Continue,2023-09-06,2024-08-26,9.99
8037,Back to us,2023-03-17,2023-09-27,29.99
8038,Continue,2022-06-28,2022-08-06,29.99
8039,Continue,2022-03-16,2022-06-25,29.99
8040,Continue,2022-05-10,2022-08-02,9.99
8041,New,2022-06-28,2023-02-08,9.99
8042,Back to us,2022-05-19,2022-09-24,9.99
8043,Continue,2022-01-23,2022-06-08,19.99
8044,New,2022-04-02,2023-03-15,9.99
8045,Back to us,2022-04-01,2022-10-23,9.99
8046,Continue,2022-08-13,2023-07-05,29.99
8047,Continue,2023-12-12,2024-06-18,29.99
8048,Back to us,2022-07-27,2022-09-04,19.99
8049,Back to us,2022-04-18,2022-06-03,29.99
8050,New,2022-08-09,2022-11-20,9.99
8051,Continue,2022-03-03,2022-08-07,9.99
8052,Continue,2023-12-20,2024-02-17,29.99
8053,Continue,2023-07-21,2024-07-08,9.99
8054,Continue,2023-03-28,2023-11-09,29.99
8055,Continue,2023-06-18,2024-03-19,9.99
8056,Continue,2022-03-07,2022-09-12,19.99
8057,Back to us,2023-05-13,2023-12-28,29.99
8058,New,2023-03-28,2023-05-21,19.99
8059,Back to us,2023-08-23,2023-12-12,9.99
8060,New,2023-05-28,2023-10-07,19.99
8061,Back to us,2023-09-03,2024-06-16,29.99
8062,Back to us,2022-07-08,2023-03-24,19.99
8063,Continue,2023-01-13,2023-11-22,19.99
8064,Back to us,2023-02-01,2023-08-14,9.99
8065,Back to us,2023-09-26,2024-09-16,29.99
8066,Continue,2022-07-05,2022-10-01,19.99
8067,Back to us,2022-11-20,2023-11-18,19.99
8068,New,2022-12-07,2023-01-11,9.99
8069,New,2023-06-02,2024-02-27,29.99
8070,Continue,2022-07-05,2023-05-11,29.99
8071,New,2022-04-03,2022-05-09,19.99
8072,Continue,2023-10-17,2024-07-14,19.99
8073,Back to us,2023-09-04,2024-03-30,29.99
8074,Continue,2022-10-11,2023-10-09,29.99
8075,Continue,2022-04-23,2023-04-13,9.99
8076,Continue,2023-10-27,2024-03-09,19.99
8077,Continue,2022-11-18,2023-09-06,9.99
8078,Back to us,2023-06-16,2024-05-18,19.99
8079,New,2022-02-17,2022-09-08,29.99
8080,Continue,2022-09-19,2023-05-28,19.99
8081,New,2022-02-09,2022-12-23,9.99
8082,Continue,2023-02-21,2024-01-10,29.99
8083,New,2022-03-09,2022-11-13,29.99
8084,Continue,2022-04-28,2022-11-28,19.99
8085,Back to us,2022-11-24,2023-02-04,19.99
8086,Continue,2022-03-03,2022-11-01,19.99
8087,Continue,2022-04-26,2022-11-10,19.99
8088,Continue,2023-03-12,2023-10-31,19.99
8089,Continue,2023-04-15,2023-05-20,9.99
8090,Continue,2022-09-02,2022-10-12,29.99
8091,New,2022-08-16,2023-06-09,29.99
8092,Back to us,2022-05-10,2022-11-15,29.99
8093,Back to us,2023-01-14,2023-08-28,9.99
8094,Back to us,2022-08-23,2022-10-31,19.99
8095,Back to us,2023-06-05,2024-03-18,29.99
8096,New,2022-06-04,2023-02-22,9.99
8097,Continue,2023-01-21,2023-12-19,29.99
8098,Continue,2022-10-20,2023-01-02,19.99
8099,Continue,2023-07-15,2023-12-27,9.99
8100,Continue,2022-07-20,2023-01-03,19.99
8101,Continue,2023-07-02,2024-06-08,9.99
